Code,Name
QDi.147, MOHAMED AMIN MOSTAFA
TAi.026, AMIR KHAN MOTAQI
TAi.051, ABDULHAI MOTMAEN
QDi.129, DJAMEL MOUSTFA
CDi.011, IRUTA DOUGLAS MPAMO
QDi.238, MUBARAK MUSHAKHAS SANAD MUBARAK AL-BATHALI
CDi.012, SYLVESTRE MUDACUMURA
CDi.013, LEODOMIR MUGARAGU
TAi.016, ALLAH DAD TAYEB WALI MUHAMMAD
TAi.132, NAJIBULLAH MUHAMMAD JUMA
TAi.073, MOHAMMAD MOSLIM HAQQANI MUHAMMADI GUL
QDi.272, MOHAMMED YAHYA MUJAHID
CDi.014, LEOPOLD MUJYAMBERE
CDi.015, JAMIL MUKULU
KPi.060, KIM MUN CHOL
KPi.079, PAK MUN IL
KPi.019,KANG MUN KIL
QDi.119, ARIS MUNANDAR
CDi.032,MUHINDO AKILI MUNDOS
QDi.120, ABDUL HAKIM MURAD
CDi.016, IGNACE MURWANASHYAKA
CDi.017, STRATON MUSONI
QDi.196, ALI SAYYID MUHAMED MUSTAFA BAKRI
CDi.018, JULES MUTEBUTSI
QDi.357, ASEEL MUTHANA
QDi.358,NASSER AHMED MUTHANA
CDi.033,GUIDON SHIMIRAY MWISSA
KPi.018,JON MYONG GUK
KPi.007, CHANG MYONG-CHIN
QDi.406, Murad Iraklievich Margoshvili
QDi.427, Noor Wali Mehsud
MLi.003, Mohamed Ousmane Ag Mohamedoune
GBi.006, TCHIPA NA BIDON
GBi.007, TCHAM NA MAN
GBi.008, ESTÊVÃO NA MENA
QDi.280, TAYEB NAIL
KPi.061, KIM NAM UNG
IRi.026, MOHAMMAD REZA NAQDI
GBi.009, DABA NAUALNA
IRi.027, MOHAMMAD MEHDI NEJAD NOURI
CDi.019, BAUDOIN NGARUYE WA MYAMURO
CFi.008, EUGÈNE BARRET NGAÏKOSSET
CDi.020," MATHIEU, CHUI NGUDJOLO"
GBi.010, JÚLIO NHATE
CDi.021, FLORIBERT NGABU NJABU
CDi.022, LAURENT NKUNDA
TAi.044, HAMDULLAH NOMANI
TAi.138, MOHAMMAD ALEEM NOORANI
TAi.173, ABDUL BASIR NOORZAI
TAi.154, MALIK NOORZAI
CDi.023, FELICIEN NSANZUBUKIRE
CDi.024, PACIFIQUE NTAWUNGUKA
TAi.089, NURULLAH NURI
CDi.025, JAMES NYAKUNI
TAi.097, ABDUL MANAN NYAZI
CDi.034, LUCIEN NZAMBAMWITA
CDi.026, STANISLAS NZEYIMANA
TAi.166, AHMED SHAH NOORZAI OBAIDULLAH
SOi.009, HASSAN MAHAT OMAR
TAi.088, ABDUL JABBAR OMARI
TAi.042, MOHAMMAD IBRAHIM OMARI
QDi.314, ABDERRAHMANE OULD EL AMAR
QDi.315, HAMADA OULD MOHAMED EL KHAIRY
QDi.298, ABD AL-RAHMAN OULD MUHAMMAD AL-HUSAYN OULD MUHAMMAD
QDi.353, ALI BEN TAHER BEN FALEH OUNI HARZI
QDi.354, TARAK BEN TAHER BEN FALEH OUNI HARZI
CDi.027, DIEUDONNÉ OZIA MAZIO
LYi.024, Mus’ab Mustafa Abu al Qassim Omar
TAi.067, SHER MOHAMMAD ABBAS STANEKZAI PADSHAH KHAN
QDi.242, DINNO AMOR ROSALEJOS PAREJA
QDi.294, UMAR PATEK
QDi.348, ANGGA DIMAS PERSHADA
KPi.076, RI PYONG CHUL
LYi.003, SAYYID MOHAMMED QADHAF AL-DAM
LYi.009, AISHA MUAMMAR MUHAMMED ABU MINYAR QADHAFI
LYi.010, HANNIBAL MUAMMAR QADHAFI
LYi.011, KHAMIS MUAMMAR QADHAFI
LYi.012, MOHAMMED MUAMMAR QADHAFI
LYi.013, MUAMMAR MOHAMMED ABU MINYAR QADHAFI
LYi.014, MUTASSIM QADHAFI
LYi.015, SAADI QADHAFI
LYi.016, SAIF AL-ARAB QADHAFI
LYi.017, SAIF AL-ISLAM QADHAFI
TAi.058, NOORUDDIN TURABI MUHAMMAD QASIM
QDi.271, ARIF QASMANI
TAi.107, AMINULLAH AMIN QUDDUS
TAi.027, ABDUL SALAM HANAFI ALI MARDAN QUL
TAi.157, FAZL RABI
SOi.021, ALI MOHAMED RAGE
QDi.303, FAZAL RAHIM
TAi.015, YAR MOHAMMAD RAHIMI
TAi.096, MOHAMMAD HASAN RAHMANI
QDi.075, ABDELHALIM HAFED ABDELFATTAH REMADNA
SSi.007, MALEK REUBEN RIAK RENGU
TAi.084, HABIBULLAH RESHAD
IRi.033, MORTEZA REZAIE
QDi.219, TAUFIK RIFKI
QDi.407, OMAN ROCHMAN
QDi.150, AL-AZHAR BEN KHALIFA BEN AHMED ROUINE
CDi.028, JEAN-MARIE LUGERERO RUNIGA
QDi.186, ABU RUSDAN
KPi.020, KANG RYONG
MLi.002, Mahamadou Ag Rhissa
QDi.403, FARED SAAL
QDi.002, AMIN MUHAMMAD UL HAQ SAAM KHAN
QDi.020, MOHAMMAD HAMDI MOHAMMAD SADIQ AL-AHDAL
QDi.263, HAFIZ MUHAMMAD SAEED
IRi.035, MORTEZA SAFARI
IRi.036, YAHYA RAHIM SAFAVI
QDi.208, RADULAN SAHIRON
QDi.222, NESSIM BEN ROMDHANE SAHRAOUI
YEi.005, AHMED ALI ABDULLAH SALEH
YEi.003, ALI ABDULLAH SALEH
QDi.387, MOHAMMED ABDEL-HALIM HEMAIDA SALEH
TAi.108, ABDULHAI SALEK
IRi.038, HOSEIN SALIMI
SOi.013, MAALIM SALMAN
QDi.244, HILARION DEL ROSARIO SANTOS
QDi.350, WIJI JOKO SANTOSO
TAi.110, NOOR MOHAMMAD SAQIB
TAi.087, SADUDDIN SAYYED
KPi.048,PAEK SE BONG
TAi.133, ABDUL WALI SEDDIQI
TAi.098, ABDUL WAHED SHAFIQ
TAi.011, AKHTAR MOHAMMAD MANSOUR SHAH MOHAMMED
TAi.172, RAHMATULLAH SHAH NAWAZ
IQi.060, SAMIRA SHAHBANDAR
TAi.028, SAID AHMED SHAHIDKHEL
TAi.103, SHAMSUDDIN
CDi.029, NTABO NTABERI SHEKA
QDi.322, ABUBAKAR MOHAMMED SHEKAU
TAi.118, HAMIDULLAH AKHUND SHER MOHAMMAD
QDi.017, THARWAT SALAH SHIHATA
TAi.139, ABDUL GHAFAR SHINWARI
QDi.122, PARLINDUNGAN SIREGAR
IQi.079, ROODI SLEWA
KPi.003, HWANG SOK-HWA
IRi.039, QASEM SOLEIMANI
KPi.056, JANG SONG CHOL
KPi.077, RI SONG HYOK
KPi.014,CHOE SONG IL
CFi.014, BI SIDI SOULEMAN
CFi.005, HABIB SOUSSOU
KPi.064, CH'OE SO’K MIN
KPi.052,RI SU YONG
QDi.124, YAZID SUFAAT
QDi.349, BAMBANG SUKIRNO
QDi.187, ARIS SUMARSONO
TAi.111, HAMDULLAH SUNANI
KPi.057, JANG SUNG NAM
QDi.123, YASSIN SYAWAL
IRi.041, ALI AKBAR TABATABAEI
KPi.025,KO TAE HUN
CDi.030, BOSCO TAGANDA
TAi.075, ABDUL RAQIB TAKHARI
QDi.057, IBRAHIM ALI ABU BAKR TANTOUSH
IQi.056, SAJIDA KHAYRALLAH TILFAH
KPi.050,PAK TO CHUN
TAi.168, QARI SAIFULLAH TOKHI
KPi.068, KIM TONG CHOL
KPi.023, KIM TONG MY’ONG
KPi.046,KIM TONG-HO
QDi.241, ANGELO RAMIREZ TRINIDAD
QDi.056, MOHAMMED TUFAIL
GBi.011, MAMADU TURE
QDi.290, DOKU KHAMATOVICH UMAROV
QDi.031, OMAR MAHMOUD UTHMAN
KPi.078, RI U’N SO’NG
QDi.397,AYRAT NASIMOVICH VAKHITOV
TAi.034, ABDUL JALIL HAQQANI WALI MOHAMMAD
TAi.070, ATIQULLAH WALI MOHAMMAD
TAi.095, WALIJAN
TAi.129, NAZIRULLAH HANAFI WALIULLAH
TAi.082, ABDUL-HAQ WASSIQ
TAi.085, AHMED JAN AKHUNDZADA WAZIR
TAi.039, MOHAMMAD JAWAD WAZIRI
SSi.004, SANTINO DENG WOL
KPi.072, PAE WON UK
TAi.022, UBAIDULLAH AKHUND YAR MOHAMMAD AKHUND
QDi.037, ABDUL RAHMAN YASIN
CFi.004, ALFRED YEKATOM
QDi.261, ADEM YILMAZ
KPi.041, CHO YON CHUN
KPi.024, KIM YONG CHOL
KPi.053, RI YONG MU
KPi.063,PAK YONG SIK
KPi.017,JANG YONG SON
KPi.043, JO YONG-WON
CFi.006, OUMAR YOUNOUS ABDOULAY
KPi.005, HAN YU-RO
KPi.080, TSANG YUNG YUAN
QDi.198, HANI AL-SAYYID AL-SEBAI YUSIF
YEi.006, SULTAN SALEH AIDA AIDA ZABIN
TAi.171, MUHAMMAD OMAR ZADRAN
TAi.033, ABDUL RAHMAN ZAHED
IRi.042, MOHAMMAD REZA ZAHEDI
TAi.127, MOHAMMAD ZAHID
TAi.164, ABDUL RAUF ZAKIR
QDi.139, IMED BEN MEKKI ZARKAOUI
QDi.428, JAMAL HUSSEIN HASSAN ZEINIYE
QDi.001, MOHAMMED SALAHALDIN ABD EL HALIM ZIDANE
CDi.031, INNOCENT ZIMURINDA
LYi.020, ABDELHAFIZ ZLITNI
QDi.223, MERAI ABDEFATTAH KHALIL ZOGHBI
IRi.043, MOHAMMAD BAQER ZOLQADR
IQi.009, MUHAMMAD HAMZA ZUBAIDI
LYi.023, Ahmad Oumar Imhamad al-Fitouri
LYi.026, Abd Al-Rahman al-Milad
QDi.426, Amir Muhammad Sa’id Abdal-Rahman al-Salbi
TAi.153, FAIZULLAH KHAN NOORZAI
QDi.289, SAID JAN ‘ABD AL-SALAM
KPe.053, PROPAGANDA AND AGITATION DEPARTMENT (PAD)
IRe.001, 7TH OF TIR
QDe.144, ABDALLAH AZZAM BRIGADES (AAB)
QDe.001, ABU SAYYAF GROUP
IRe.002, ABZAR BORESH KAVEH CO. (BK CO.)
KPe.021, ACADEMY OF NATIONAL DEFENSE SCIENCE
CDe.001, ADF
QDe.069, AFGHAN SUPPORT COMMITTEE (ASC)
QDe.107, AL FURQAN
QDe.139, AL MOUAKAOUNE BIDDAM
QDe.140, AL MOULATHAMOUN
QDe.141, AL MOURABITOUN
QDe.005, AL RASHID TRUST
IQe.197, AL WASEL AND BABEL GENERAL TRADING LLC
QDe.121, AL-AKHTAR TRUST INTERNATIONAL
IQe.204," AL-BASHAIR TRADING COMPANY, LTD"
QDe.109, AL-HARAMAIN & AL MASJED AL-AQSA CHARITY FOUNDATION
QDe.104, AL-HARAMAIN FOUNDATION (PAKISTAN)
QDe.116, AL-HARAMAIN FOUNDATION (UNION OF THE COMOROS)
QDe.110, AL-HARAMAIN AFGHANISTAN BRANCH
QDe.111, AL-HARAMAIN ALBANIA BRANCH
QDe.112, AL-HARAMAIN BANGLADESH BRANCH
QDe.113, AL-HARAMAIN ETHIOPIA BRANCH
QDe.114, AL-HARAMAIN THE NETHERLANDS BRANCH
QDe.105, AL-HARAMAYN FOUNDATION (KENYA)
QDe.106, AL-HARAMAYN FOUNDATION (TANZANIA)
QDe.002, AL-ITIHAAD AL-ISLAMIYA / AIAI
QDe.157, AL-KAWTHAR MONEY EXCHANGE
QDe.137, AL-NUSRAH FRONT FOR THE PEOPLE OF THE LEVANT
QDe.004, AL-QAIDA
QDe.115, AL-QAIDA IN IRAQ
QDe.129, AL-QAIDA IN THE ARABIAN PENINSULA (AQAP)
SOe.001, AL-SHABAAB
IQe.206, ALFA COMPANY LIMITED FOR INTERNATIONAL TRADING AND MARKETING
IRe.003, AMIN INDUSTRIAL COMPLEX
IRe.004, AMMUNITION AND METALLURGY INDUSTRIES GROUP (AMIG)
KPe.009, AMROGGANG DEVELOPMENT BANKING CORPORATION
QDe.146, ANSAR AL CHARIA BENGHAZI
QDe.145, ANSAR AL CHARIA DERNA
QDe.098, ANSAR AL-ISLAM
QDe.143, ANSAR AL-SHARI’A IN TUNISIA (AAS-T)
QDe.135, ANSAR EDDINE
QDe.142, ANSARUL MUSLIMINA FI BILADIS SUDAN
IRe.005, ARMAMENT INDUSTRIES GROUP (AIG)
QDe.006, ARMED ISLAMIC GROUP
QDe.007, ASBAT AL-ANSAR
IQe.199, AVIATRANS ANSTALT
IQe.203, Al-ARABI TRADING COMPANY
KPe.013, BANK OF EAST LAND
IRe.008, BARZAGANI TEJARAT TAVANMAD SACCAL COMPANIES
IRe.009, BEHINEH TRADING CO.
QDe.093, BENEVOLENCE INTERNATIONAL FOUNDATION
CDe.002, BUTEMBO AIRLINES (BAL)
KPe.051, CENTRAL MILITARY COMMISSION OF THE WORKERS’ PARTY OF KOREA
KPe.055, CHANG AN SHIPPING & TECHNOLOGY
KPe.022, CHONGCHONGANG SHIPPING COMPANY
KPe.056, CHONMYONG SHIPPING CO
CDe.003, COMPAGNIE AERIENNE DES GRANDS LACS (CAGL) ; GREAT LAKES BUSINESS
CDe.004, CONGOMET TRADING HOUSE
IRe.010, CRUISE MISSILE INDUSTRY GROUP
KPe.023, DAEDONG CREDIT BANK (DCB)
KPe.040, DCB FINANCE LIMITED
IRe.011, DEFENCE INDUSTRIES ORGANISATION (DIO)
IRe.012, DEFENSE TECHNOLOGY AND SCIENCE RESEARCH CENTER (DTSRC)
IRe.013, DOOSTAN INTERNATIONAL COMPANY (DICO)
QDe.088, EASTERN TURKISTAN ISLAMIC MOVEMENT (ETIM)
QDe.003, EGYPTIAN ISLAMIC JIHAD
IRe.014, ELECTRO SANAM COMPANY
QDe.131, EMARAT KAVKAZ
IRe.016, ETTEHAD TECHNICAL GROUP
IRe.017, FAJR INDUSTRIAL GROUP
IRe.018, FARASAKHT INDUSTRIES
IRe.019, FARAYAND TECHNIQUE
IRe.020, FATER INSTITUTE
KPe.057, FIRST OIL JV CO LTD
CDe.005, FORCES DEMOCRATIQUES DE LIBERATION DU RWANDA (FDLR)
KPe.047, FOREIGN TRADE BANK (FTB)
KPe.007, GENERAL BUREAU OF ATOMIC ENERGY (GBAE)
IRe.022, GHARAGAHE SAZANDEGI GHAEM
IRe.023, GHORB KARBALA
IRe.024, GHORB NOOH
QDe.091, GLOBAL RELIEF FOUNDATION (GRF)
KPe.010, GREEN PINE ASSOCIATED CORPORATION
TAe.014, HAJI BASIR AND ZARJMIL COMPANY HAWALA
TAe.010, HAJI KHAIRULLAH HAJI SATTAR MONEY EXCHANGE
QDe.153," HANIFA MONEY EXCHANGE OFFICE (BRANCH LOCATED IN ALBU KAMAL,"
KPe.058, HAPJANGGANG SHIPPING CORP
TAe.012, HAQQANI NETWORK (HQN)
IRe.025, HARA COMPANY
QDe.149, HARAKAT SHAM AL-ISLAM
QDe.008, HARAKAT UL-MUJAHIDIN / HUM
QDe.130, HARAKAT-UL JIHAD ISLAMI
KPe.024, HESONG TRADING COMPANY
QDe.147, HILAL AHMAR SOCIETY INDONESIA (HASI)
KPe.005, HONG KONG ELECTRONICS
KPe.059, HUAXIN SHIPPING HONGKONG LTD
IQe.049, IDLEB COMPANY FOR SPINNING
KPe.034, ILSIM INTERNATIONAL BANK
IRe.026, IMENSAZAN CONSULTANT ENGINEERS INSTITUTE
IRe.027, INDUSTRIAL FACTORIES OF PRECISION (IFP) MACHINERY
QDe.009, ISLAMIC ARMY OF ADEN
QDe.099, ISLAMIC INTERNATIONAL BRIGADE (IIB)
QDe.119, ISLAMIC JIHAD GROUP
QDe.010, ISLAMIC MOVEMENT OF UZBEKISTAN
QDe.161, ISLAMIC STATE IN IRAQ AND THE LEVANT - KHORASAN (ISIL-K)
QDe.165, ISLAMIC STATE IN IRAQ AND THE LEVANT - LIBYA
QDe.166, ISLAMIC STATE IN IRAQ AND THE LEVANT - YEMEN
QDe.163, ISLAMIC STATE IN THE GREATER SAHARA (ISGS)
QDe.162, ISLAMIC STATE WEST AFRICA PROVINCE (ISWAP)
QDe.019, JAISH-I-MOHAMMED
QDe.020, JAM'YAH TA'AWUN AL-ISLAMIA
QDe.159, JAMA'A NUSRAT UL-ISLAM WA AL-MUSLIMIN (JNIM)
QDe.138, JAMA'ATU AHLIS SUNNA LIDDA'AWATI WAL-JIHAD
QDe.164, JAMAAH ANSHARUT DAULAH
QDe.152, JAMAAT-UL-AHRAR (JuA)
QDe.092, JEMAAH ISLAMIYAH
QDe.133, JEMMAH ANSHORUT TAUHID (JAT)
IRe.031, JOZA INDUSTRIAL CO.
QDe.156, JUND AL AQSA
QDe.151, JUND AL-KHILAFAH IN ALGERIA (JAK-A)
QDe.167, JUND AL-KHILAFAH IN TUNISIA (JAK-T)
QDe.155, Jaysh Khalid Ibn al Waleed
IRe.032, KALA-ELECTRIC
KPe.043, KANGBONG TRADING CORPORATION
IRe.034, KAVEH CUTTING TOOLS COMPANY
IRe.036, KHATAM AL-ANBIYA CONSTRUCTION HEADQUARTERS (KAA)
QDe.168, KHATIBA AL-TAWHID WAL-JIHAD (KTJ)
QDe.158, KHATIBA IMAM AL-BUKHARI (KIB)
IRe.037, KHORASAN METALLURGY INDUSTRIES
KPe.060," KINGLY WON INTERNATIONAL CO., LTD"
KPe.061, KOREA ACHIM SHIPPING CO
KPe.062, KOREA ANSAN SHIPPING COMPANY
KPe.019, KOREA COMPLEX EQUIPMENT IMPORT CORPORATION
KPe.035, KOREA DAESONG BANK
KPe.042, KOREA DAESONG GENERAL TRADING CORPORATION
KPe.037, KOREA FOREIGN TECHNICAL TRADE CENTER
KPe.011, KOREA HEUNGJIN TRADING COMPANY
KPe.006, KOREA HYOKSIN TRADING CORPORATION
KPe.039, KOREA INTERNATIONAL CHEMICAL JOINT VENTURE COMPANY
KPe.014, KOREA KUMRYONG TRADING CORPORATION
KPe.044, KOREA KUMSAN TRADING CORPORATION
KPe.025, KOREA KWANGSON BANKING CORPORATION (KKBC)
KPe.026, KOREA KWANGSONG TRADING CORPORATION
KPe.001, KOREA MINING DEVELOPMENT TRADING CORPORATION
KPe.063, KOREA MYONGDOK SHIPPING CO
KPe.038, KOREA PUGANG TRADING CORPORATION
KPe.002, KOREA RYONBONG GENERAL CORPORATION
KPe.016, KOREA RYONHA MACHINERY JOINT VENTURE CORPORATION
KPe.064, KOREA SAMJONG SHIPPING
KPe.065, KOREA SAMMA SHIPPING CO
KPe.041, KOREA TAESONG TRADING COMPANY
KPe.033, KOREA UNITED DEVELOPMENT BANK
KPe.066, KOREA YUJONG SHIPPING CO LTD
KPe.012, KOREAN COMMITTEE FOR SPACE TECHNOLOGY
KPe.048, KOREAN NATIONAL INSURANCE COMPANY (KNIC)
KPe.008, KOREAN TANGUN TRADING CORPORATION
KPe.045, KORYO BANK
KPe.049, KORYO CREDIT DEVELOPMENT BANK
KPe.067, KOTI CORP
QDe.096, LASHKAR I JHANGVI (LJ)
QDe.118, LASHKAR-E-TAYYIBA
KPe.017, LEADER (HONG KONG) INTERNATIONAL
LYe.002, LIBYAN AFRICA INVESTMENT PORTFOLIO
LYe.001, LIBYAN INVESTMENT AUTHORITY
QDe.011, LIBYAN ISLAMIC FIGHTING GROUP
IQe.200, LOGARCHEO S.A.
CFe.002, LORD’S RESISTANCE ARMY
IRe.038, M. BABAIE INDUSTRIES
CDe.006, M23
CDe.007, MACHANGA LTD
QDe.012, MAKHTAB AL-KHIDAMAT
IRe.039, MAKIN
IRe.040, MALEK ASHTAR UNIVERSITY
KPe.050, MANSUDAE OVERSEAS PROJECT GROUP OF COMPANIES
KPe.027, MINISTRY OF ATOMIC ENERGY INDUSTRY
IRe.042, MINISTRY OF DEFENSE LOGISTICS EXPORT
KPe.054, MINISTRY OF THE PEOPLE’S ARMED FORCES (MPAF)
IRe.043, MIZAN MACHINERY MANUFACTURING
QDe.089, MOROCCAN ISLAMIC COMBATANT GROUP
QDe.134, MOUVEMENT POUR L’UNIFICATION ET LE JIHAD EN AFRIQUE DE L’OUEST
QDe.136, MUHAMMAD JAMAL NETWORK (MJN)
QDe.150, MUJAHIDIN INDONESIAN TIMUR (MIT)
KPe.028, MUNITIONS INDUSTRY DEPARTMENT
KPe.068, MYOHYANG SHIPPING CO
KPe.004, NAMCHONGANG TRADING CORPORATION
KPe.029, NATIONAL AEROSPACE DEVELOPMENT ADMINISTRATION
IRe.045, NIRU BATTERY MANUFACTURING COMPANY
KPe.020," OCEAN MARITIME MANAGEMENT COMPANY, LIMITED (OMM)"
KPe.030, OFFICE 39
IRe.048, OMRAN SAHEL
KPe.052, ORGANIZATION AND GUIDANCE DEPARTMENT (OGD)
IRe.049, ORIENTAL OIL KISH
KPe.069, PAEKMA SHIPPING CO
IRe.050, PARCHIN CHEMICAL INDUSTRIES
IRe.051, PARS AVIATION SERVICES COMPANY
IRe.053, PEJMAN INDUSTRIAL SERVICES CORPORATION
KPe.070, PHYONGCHON SHIPPING & MARINE
KPe.071, PRO-GAIN GROUP CORPORATION
IRe.055, QODS AERONAUTICS INDUSTRIES
QDe.021, RABITA TRUST
IRe.056, RAH SAHEL
IRe.057, RAHAB ENGINEERING INSTITUTE
TAe.013, RAHAT LTD.
QDe.128, RAJAH SOLAIMAN MOVEMENT
KPe.031, RECONNAISSANCE GENERAL BUREAU
QDe.070, REVIVAL OF ISLAMIC HERITAGE SOCIETY
QDe.100, RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF
TAe.011, ROSHAN MONEY EXCHANGE
IRe.058, SABALAN COMPANY
IRe.059, SAD IMPORT EXPORT COMPANY
IRe.060, SAFETY EQUIPMENT PROCUREMENT (SEP)
IRe.061, SAHAND ALUMINUM PARTS INDUSTRIAL COMPANY (SAPICO)
IRe.062, SAHEL CONSULTANT ENGINEERS
IRe.063, SANAM INDUSTRIAL GROUP
KPe.018, SECOND ACADEMY OF NATURAL SCIENCES
KPe.032, SECOND ECONOMIC COMMITTEE
QDe.154, SELSELAT AL-THAHAB
IRe.064, SEPANIR
IRe.065, SEPASAD ENGINEERING COMPANY
IRe.066, SHAHID BAGHERI INDUSTRIAL GROUP (SBIG)
IRe.067, SHAHID HEMMAT INDUSTRIAL GROUP (SHIG)
IRe.068, SHAHID KARRAZI INDUSTRIES
IRe.069, SHAHID SATTARI INDUSTRIES
IRe.070, SHAHID SAYYADE SHIRAZI INDUSTRIES (SSSI)
KPe.072, SHANGHAI DONGFENG SHIPPING CO LTD
KPe.073, SHEN ZHONG INTERNATIONAL SHIPPING
IRe.071, SHO'A' AVIATION
KPe.036, SINGWANG ECONOMICS AND TRADING GENERAL CORPORATION
IRe.073, SPECIAL INDUSTRIES GROUP (SIG)
QDe.101, SPECIAL PURPOSE ISLAMIC REGIMENT (SPIR)
KPe.046, STRATEGIC ROCKET FORCE OF THE KOREAN PEOPLE’S ARMY
IQe.208, T.M.G. ENGINEERING LIMITED
QDe.108, TAIBAH INTERNATIONAL-BOSNIA OFFICES
KPe.003, TANCHON COMMERCIAL BANK
QDe.160, TARIQ GIDAR GROUP (TGG)
IQe.207, TECHNOLOGY AND DEVELOPMENT GROUP LIMITED
QDe.132, TEHRIK-E TALIBAN PAKISTAN (TTP)
QDe.148, THE ARMY OF EMIGRANTS AND SUPPORTERS
YEe.001, THE HOUTHIS
QDe.014, THE ORGANIZATION OF AL-QAIDA IN THE ISLAMIC MAGHREB
IRe.075, TIZ PARS
KPe.015, TOSONG TECHNOLOGY TRADING CORPORATION
CDe.008, TOUS POUR LA PAIX ET LE DEVELOPPEMENT (NGO)
IQe.205," TRADING AND TRANSPORT SERVICES COMPANY, LTD"
QDe.090, TUNISIAN COMBATANT GROUP
CDe.009, UGANDA COMMERCIAL IMPEX (UCI) LTD
QDe.068, UMMAH TAMEER E-NAU (UTN)
QDe.015, WAFA HUMANITARIAN ORGANIZATION
KPe.074, WEIHAI WORLD-SHIPPING FREIGHT
IRe.076, YA MAHDI INDUSTRIES GROUP
IRe.077, YAS AIR
IRe.078, YAZD METALLURGY INDUSTRIES (YMI)
KPe.075, YUK TUNG ENERGY PTE LTD